type;name;01.01.2015;01.02.2015;01.03.2015;01.04.2015;01.05.2015;01.06.2015;01.07.2015;01.08.2015;01.09.2015;01.10.2015;01.11.2015;01.12.2015;01.01.2016;01.02.2016;01.03.2016;01.04.2016;01.05.2016;01.06.2016;01.07.2016;01.08.2016;01.09.2016;01.10.2016;01.11.2016;01.12.2016;01.01.2017;01.02.2017;01.03.2017;01.04.2017;01.05.2017;01.06.2017;01.07.2017;01.08.2017;01.09.2017;01.10.2017;01.11.2017;01.12.2017;01.01.2018;01.02.2018;01.03.2018;01.04.2018;01.05.2018;01.06.2018;01.07.2018;01.08.2018;01.09.2018;01.10.2018;01.11.2018;01.12.2018;01.01.2019;01.02.2019;01.03.2019;01.04.2019;01.05.2019;01.06.2019;01.07.2019;01.08.2019;01.09.2019;01.10.2019;01.11.2019;01.12.2019;01.01.2020;01.02.2020;01.03.2020;01.04.2020;01.05.2020;01.06.2020;01.07.2020;01.08.2020
D;46.15;84.2546;82.4208;71.1659;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;47.15;83.6404;80.7205;68.4941;73.3504;69.7112;76.201;79.7234;89.3448;81.2039;77.3823;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;48.15;57.7858;56.9472;56.58;56.7586;57.6267;59.351;59.4227;59.6037;59.3184;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;49.15;79.6344;77.3275;75.3808;100;95.4406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;50.15;99.9193;49.513;28.7762;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;51.15;72.7477;72.4326;69.0387;69.1377;65.3434;67.6986;66.6419;67.6869;67.0697;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;52.15;99.3479;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;53.15;72.8763;72.0061;72.3194;72.8724;94.4481;93.7385;92.8834;91.1799;47.218;42.9287;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;54.15;76.8717;76.3725;75.3694;100;100;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;55.15;57.2905;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;56.15;53.6719;47.6704;50.461;51.4629;58.8928;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;57.15;86.5948;84.4753;86.4423;79.982;78.9438;78.2283;76.1066;98.9938;85.0739;80.4373;94.6651;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;58.15;71.554;69.2566;69.9287;67.6662;59.2432;61.5936;54.946;52.7956;56.3506;49.4368;63.0635;14.13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;59.15;61.3265;62.4525;63.7764;57.7575;78.7732;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;60.15;53.8284;49.0026;47.7345;48.6305;55.3029;55.3572;55.3917;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;61.15;70.6246;67.2979;67.5339;68.294;85.4393;87.7761;87.7974;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;62.15;99.4023;96.8662;99.3635;96.6949;96.6349;92.7104;99.8858;95.8473;97.63;100.8133;100.0755;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;63.15;74.9913;70.9579;57.6535;99.998;99.998;99.2282;97.4889;94.8539;69.0102;72.6098;64.9449;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;64.15;55.7235;52.3112;52.4499;81.0801;77.278;81.8;81.172;74.5998;69.6074;73.7567;60.0773;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;65.15;51.3334;47.607;51.3866;52.3235;56.2832;55.0791;51.4878;51.1577;47.8699;48.7084;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;66.15;57.2007;792.1626;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;67.15;69.2284;61.6989;59.0897;53.575;39.7825;22.8994;0;100;100;100;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;68.15;88.8041;87.4681;87.8864;77.4697;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;1.16;90.7887;91.5229;91.757;91.7567;92.5251;91.7096;91.7536;82.1764;80.0112;80.223;81.807;80.4372;78.0891;76.7253;64.8721;65.0471;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;2.16;94.9138;94.3642;99.1362;99.3489;99.3519;99.3556;92.8023;99.5464;97.1286;97.4391;97.1526;96.914;100;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;3.16;62.0123;62.0454;62.3481;61.7465;59.692;57.445;59.4198;56.9191;53.992;55.9117;56.0479;56.0339;54.034;45.2586;8.712;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;4.16;60.003;57.4839;60.6527;58.3561;61.4347;60.5574;58.9034;57.6922;53.5107;54.9491;56.1956;56.5452;58.4036;58.1583;58.7156;115.4304;100;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;5.16;99.7922;80.3088;79.9522;78.752;78.8837;77.4632;79.2375;79.46;78.8707;77.0978;76.428;77.0458;75.2679;78.0495;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;6.16;80.695;80.5579;80.5385;81.2599;96.3333;96.9831;96.7519;96.4716;96.3437;89.2225;91.9224;94.0548;47.5683;47.4131;47.7037;56.1212;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;7.16;71.0367;68.8942;69.8245;72.9701;75.5593;74.0853;67.3066;65.1329;62.9575;62.8803;71.8598;72.2153;71.7656;71.9763;71.5376;71.6696;5.3883;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;8.16;81.1427;80.8885;80.4705;99.6016;99.4629;99.2518;99.0909;95.911;99.4093;99.9673;99.967;99.7892;95.7556;95.6741;94.4824;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;9.16;64.7746;63.126;62.7391;61.6481;61.6411;61.6405;62.0585;60.6236;62.189;62.3416;62.3458;62.7016;64.7001;61.8904;68.3018;67.8607;66.8374;67.4288;67.3684;66.29565;66.6107;66.15565;66.07505;66.02025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;10.16;46.3889;42.9879;43.0074;47.5055;45.9143;40.7735;48.1563;42.719;44.1536;46.8018;47.195;46.3375;43.2054;42.1476;42.256;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;11.16;68.9591;64.4098;64.9474;64.7054;65.0075;61.5171;68.5484;69.4952;68.6932;68.5757;69.4926;66.8096;66.3177;64.5358;64.822;64.2912;64.4118;70.8677;68.8382;68.4135;57.5399;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;12.16;100;88.1118;86.1979;91.6018;89.1027;89.7399;91.0347;88.7933;91.4971;91.0646;90.9897;90.7345;90.1671;89.289;89.5722;89.3663;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;13.16;57.1414;53.3627;53.0522;53.2837;68.4933;68.1223;68.1035;68.2951;67.5841;68.4211;52.3459;55.1583;54.4791;48.9974;48.1133;78.6824;79.583;78.8183;80.0151;79.45635;79.8896;80.10485;80.4145;68.5141;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;14.16;74.4897;75.7046;74.0894;73.7935;73.6272;89.09;88.7023;92.3259;93.4161;87.4089;91.093;87.8407;87.6048;83.681;84.0811;84.6721;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;15.16;99.999;92.2197;92.7343;93.4127;93.4781;99.999;99.9989;99.9989;99.9989;99.9989;99.9989;99.9989;99.8473;99.7885;99.7799;99.7833;99.7602;99.9987;99.9976;99.99785;99.99875;99.9987;99.9987;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;16.16;87.8092;86.967;85.8156;87.5907;87.1792;56.4795;62.4744;62.9389;61.9616;62.3615;62.1207;62.1241;54.5431;0;25.5311;22.2908;23.7171;40.9455;47.2001;47.7493;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;17.16;68.3723;66.6302;66.6377;66.7231;69.3792;69.4427;69.6053;69.6615;69.6619;69.2198;69.2571;69.1499;68.9657;67.4615;67.5883;55.8144;55.706;57.5953;57.3964;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;18.16;48.4174;48.1935;49.1162;49.6421;50.7671;51.0138;46.4409;56.8359;56.0591;56.4282;53.5937;57.5028;54.6132;61.9507;43.9732;46.4562;48.7701;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;19.16;96.3133;81.1847;63.1244;52.116;49.9434;45.2239;45.8477;45.3561;36.484;36.2115;35.9587;36.9486;41.6143;40.8563;39.9555;39.5975;69.0692;68.76;68.488;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;20.16;51.9376;52.0993;51.5387;51.562;51.6627;41.8381;34.9071;34.982;37.9499;37.185;37.4034;25.8252;24.9929;28.9499;32.9069;31.2981;30.4864;31.784;29.8153;31.6349;32.89655;30.46605;31.3233;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;21.16;50.9511;49.6196;57.6804;58.2903;57.8387;58.183;56.6057;59.4867;59.2013;59.2611;59.4937;55.3094;57.3843;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;22.16;99.8816;96.2921;92.2152;99.8798;100;99.877;97.9055;98.5562;100;100;100;100;99.8762;97.2089;98.871;95.9722;98.9616;97.1184;99.8259;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;23.16;67.9486;73.4363;74.3499;68.6512;83.3828;83.6967;83.5582;83.4763;78.3715;78.5639;72.1937;69.6676;61.9047;60.6786;58.2678;40.6573;67.7462;63.4111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;24.16;67.8383;69.5622;71.1806;76.2586;86.1393;80.9514;80.0759;86.7311;76.9468;77.6454;78.0671;72.5367;75.333;66.9458;65.9814;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;25.16;48.1932;43.4457;100;100;100;100;40.9585;70.3101;73.1659;73.2257;76.588;98.7149;75.2431;84.3502;66.1515;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;26.16;65.7108;64.9817;65.6915;56.9431;57.4096;57.0393;58.4227;58.3535;55.5574;57.1012;59.882;67.6183;67.7409;64.6498;100;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;27.16;69.0331;49.1815;50.7597;50.367;51.5868;54.8135;56.8903;60.5398;60.4338;61.6118;41.1948;75.941;78.0734;76.3746;79.9799;79.9376;74.1324;75.6692;75.6677;76.27845;76.30195;75.83815;73.2611;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;28.16;46.2616;41.5751;41.5706;40.8583;41.0097;37.4141;66.8403;65.5419;66.9285;67.1236;65.4678;65.0587;66.6207;61.6559;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;29.16;52.4177;50.7806;45.7967;43.8514;43.1168;52.1411;50.682;44.61;43.2443;45.1585;44.6495;45.3192;47.794;48.2557;44.8419;44.4451;42.5686;44.7457;49.5246;43.26905;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;30.16;82.6475;80.04;79.4684;79.9445;80.2084;79.0397;83.6681;82.7968;82.9033;84.3052;86.2024;86.0906;86.3403;83.7596;86.6154;85.3673;85.8162;86.5328;86.9517;87.78405;89.16605;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;31.16;61.7435;60.5627;61.3633;61.1748;59.9137;59.3139;94.2958;94.7367;94.3528;100;97.6879;97.2782;94.513;90.7593;98.2653;100;100;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;32.16;60.44;59.3714;59.5352;59.6332;59.6963;61.0669;61.0382;60.8982;56.6296;56.619;52.9861;53.443;53.8067;52.6886;45.1161;60.1873;65.7911;65.0087;67.8478;65.4642;64.6254;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;33.16;65.4627;63.9036;63.9502;64.233;64.2431;100;100;100;100;100;99.7392;98.9064;98.341;95.8933;87.2755;88.1407;86.3892;98.8746;95.0722;86.0117;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;34.16;79.3409;79.2112;79.2585;66.2924;63.8051;64.9233;64.4912;63.8263;64.5223;64.0292;63.8287;63.8294;63.5089;69.023;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;35.16;71.4167;65.6548;67.0964;64.0028;65.1037;67.5924;75.2798;75.4754;74.6321;69.7028;70.6724;70.6424;69.917;61.846;59.4502;63.5982;65.2358;65.0612;63.0737;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;36.16;89.3626;88.7212;88.5357;89.358;88.6698;88.7384;88.7522;89.5999;89.6528;89.5633;89.707;85.9449;87.8911;87.321;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;37.16;78.9767;73.4107;74.1051;79.7747;80.2673;80.1748;80.525;72.9928;73.0957;73.5383;73.576;73.1574;73.0932;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;38.16;82.3699;76.7009;83.0455;83.3143;83.2178;88.2291;86.6917;86.2766;85.6531;85.7744;85.9646;85.4492;81.7647;87.5757;87.5542;85.23;85.0031;85.2666;88.4905;88.2452;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;39.16;93.308;92.1297;89.9021;89.4479;89.1674;90.075;95.8522;92.6532;93.2206;93.4031;93.7378;91.9413;89.1928;91.2736;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;40.16;80.5111;76.1537;78.6398;80.3785;81.9688;82.1888;81.4252;79.8847;78.6192;78.6832;78.8976;78.5809;56.0621;37.5136;27.3647;30.3528;22.3773;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;41.16;40.8482;36.2733;55.8093;54.2154;63.6434;62.2057;60.5946;58.9845;58.8458;55.3404;61.9892;61.5707;57.6665;56.5755;55.3676;61.0488;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;42.16;54.0563;54.2948;53.5381;53.5107;62.6423;63.0285;62.792;52.9753;53.1563;53.1355;51.9168;53.1021;53.0088;51.9153;52.2513;56.001;53.3652;55.9093;56.9281;57.1028;56.79625;56.90485;57.4387;50.72175;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;43.16;84.9535;83.1195;83.1187;83.0033;99.6312;99.3451;99.1802;97.9692;98.4916;97.2251;98.5032;95.9364;94.3519;92.1466;92.9972;93.2566;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;44.16;92.5641;87.9888;89.2877;91.5578;95.8199;98.0517;95.148;92.6229;92.6733;93.302;93.9875;94.8834;95.9663;92.2571;92.547;91.9349;93.943;96.1288;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;45.16;61.7149;62.2295;62.2111;60.1491;73.816;68.9411;66.2104;76.4131;72.0817;65.9653;67.834;66.4783;61.2312;232.5578;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;46.16;91.2152;91.1817;91.1508;91.1517;91.7766;91.7607;87.75;87.6666;87.7273;87.815;87.8154;89.265;80.912;86.8129;86.3969;85.8321;87.5639;74.7279;76.1397;76.2231;76.4061;87.03325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;47.16;87.5128;72.6266;74.3479;73.9723;74.8952;74.5498;74.6245;71.7431;68.4156;69.7409;69.5415;69.2498;66.6265;65.6635;61.9011;67.5964;68.25;62.2852;63.8294;66.5028;65.35505;67.33125;64.5904;28.37975;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;48.16;84.2945;43.2716;43.1146;36.673;37.2856;36.3121;36.3222;36.301;36.343;36.3926;36.0136;36.0809;36.5493;48.0415;48.5527;47.2753;47.3212;47.2471;44.9284;45.8559;44.62845;45.9286;44.92165;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;49.16;54.8773;54.888;55.6265;55.8106;86.7561;69.8449;65.367;43.5678;37.0142;36.4335;36.144;34.9853;90.5885;68.3234;72.6643;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;50.16;55.7221;51.8976;48.7724;46.875;53.1479;51.6326;63.406;64.2342;63.4305;64.7123;64.6428;62.0486;52.4136;54.3226;52.7558;54.7567;54.3978;53.5341;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
